timestamp,date,hour,actual_power_w,predicted_power_w,actual_kwh,predicted_kwh,voltage,current_a,cost_inr,carbon_kg,anomaly,status
2025-12-11T10:00:00,2025-12-11,10,3631.75,3636.77,3.6317,3.6368,217.07,14.512,25.42,2.6003,False,normal
2025-12-11T11:00:00,2025-12-11,11,5002.58,5250.9,5.0026,5.2509,213.57,18.266,35.02,3.5818,False,normal
2025-12-11T12:00:00,2025-12-11,12,3345.18,3525.25,3.3452,3.5252,226.43,13.339,23.42,2.3951,False,normal
2025-12-11T13:00:00,2025-12-11,13,5907.02,5291.63,5.907,5.2916,230.47,24.149,41.35,4.2294,True,anomaly
2025-12-11T14:00:00,2025-12-11,14,6569.63,6018.8,6.5696,6.0188,218.13,23.79,45.99,4.7039,False,normal
2025-12-11T15:00:00,2025-12-11,15,7229.05,6433.67,7.229,6.4337,219.18,26.002,50.6,5.176,True,anomaly
2025-12-11T16:00:00,2025-12-11,16,6839.58,6278.25,6.8396,6.2783,213.31,24.136,47.88,4.8971,False,normal
2025-12-11T17:00:00,2025-12-11,17,4854.85,4906.96,4.8548,4.907,218.83,18.267,33.98,3.4761,False,normal
2025-12-11T18:00:00,2025-12-11,18,1724.5,1366.9,1.7245,1.3669,229.04,6.992,12.07,1.2347,False,normal
2025-12-11T19:00:00,2025-12-11,19,6233.6,6020.03,6.2336,6.02,209.24,23.207,43.64,4.4633,False,normal
2025-12-11T20:00:00,2025-12-11,20,6578.36,6733.66,6.5784,6.7337,226.89,25.202,46.05,4.7101,False,normal
2025-12-11T21:00:00,2025-12-11,21,0.0,0.0,0.0,0.0,219.04,0.0,0.0,0.0,False,normal
2025-12-11T22:00:00,2025-12-11,22,0.0,0.0,0.0,0.0,215.64,0.0,0.0,0.0,False,normal
2025-12-11T23:00:00,2025-12-11,23,0.0,0.0,0.0,0.0,219.54,0.0,0.0,0.0,False,normal
2025-12-12T00:00:00,2025-12-12,0,4487.63,4200.28,4.4876,4.2003,230.58,16.848,31.41,3.2131,True,anomaly
2025-12-12T01:00:00,2025-12-12,1,72.45,73.81,0.0725,0.0738,220.26,0.276,0.51,0.0519,False,normal
2025-12-12T02:00:00,2025-12-12,2,255.2,256.16,0.2552,0.2562,230.46,0.923,1.79,0.1827,False,normal
2025-12-12T03:00:00,2025-12-12,3,0.0,0.0,0.0,0.0,219.72,0.0,0.0,0.0,False,normal
2025-12-12T04:00:00,2025-12-12,4,1715.58,1807.43,1.7156,1.8074,209.83,6.888,12.01,1.2284,True,anomaly
2025-12-12T05:00:00,2025-12-12,5,1755.02,1496.4,1.755,1.4964,215.25,7.146,12.29,1.2566,False,normal
2025-12-12T06:00:00,2025-12-12,6,4268.98,5159.7,4.269,5.1597,213.47,16.063,29.88,3.0566,False,normal
2025-12-12T07:00:00,2025-12-12,7,4490.66,4192.45,4.4907,4.1924,222.19,16.559,31.43,3.2153,False,normal
2025-12-12T08:00:00,2025-12-12,8,4348.89,4458.4,4.3489,4.4584,211.04,15.606,30.44,3.1138,False,normal
2025-12-12T09:00:00,2025-12-12,9,4085.66,4184.2,4.0857,4.1842,220.66,16.14,28.6,2.9253,False,normal
2025-12-12T10:00:00,2025-12-12,10,6212.0,5966.0,6.212,5.966,230.64,25.126,43.48,4.4478,False,normal
2025-12-12T11:00:00,2025-12-12,11,5271.59,5652.39,5.2716,5.6524,210.52,18.687,36.9,3.7745,False,normal
2025-12-12T12:00:00,2025-12-12,12,6476.91,6603.58,6.4769,6.6036,219.73,23.177,45.34,4.6375,True,anomaly
2025-12-12T13:00:00,2025-12-12,13,6190.76,5987.29,6.1908,5.9873,225.49,23.748,43.34,4.4326,True,anomaly
2025-12-12T14:00:00,2025-12-12,14,5939.64,6393.75,5.9396,6.3937,212.38,22.555,41.58,4.2528,False,normal
2025-12-12T15:00:00,2025-12-12,15,4407.55,3687.4,4.4075,3.6874,226.76,16.487,30.85,3.1558,False,normal
2025-12-12T16:00:00,2025-12-12,16,4341.03,4570.71,4.341,4.5707,219.05,16.344,30.39,3.1082,False,normal
2025-12-12T17:00:00,2025-12-12,17,6405.34,6394.29,6.4053,6.3943,223.05,22.886,44.84,4.5862,True,anomaly
2025-12-12T18:00:00,2025-12-12,18,7062.49,6284.78,7.0625,6.2848,216.82,24.779,49.44,5.0567,False,normal
2025-12-12T19:00:00,2025-12-12,19,6199.57,6494.63,6.1996,6.4946,229.28,23.725,43.4,4.4389,False,normal
2025-12-12T20:00:00,2025-12-12,20,6426.79,6111.83,6.4268,6.1118,225.92,23.993,44.99,4.6016,False,normal
2025-12-12T21:00:00,2025-12-12,21,115.23,108.09,0.1152,0.1081,217.43,0.466,0.81,0.0825,False,normal
2025-12-12T22:00:00,2025-12-12,22,383.2,371.88,0.3832,0.3719,226.08,1.447,2.68,0.2744,False,normal
2025-12-12T23:00:00,2025-12-12,23,2048.42,2087.49,2.0484,2.0875,211.82,7.555,14.34,1.4667,False,normal
2025-12-13T00:00:00,2025-12-13,0,2046.67,2105.58,2.0467,2.1056,215.97,7.786,14.33,1.4654,True,anomaly
2025-12-13T01:00:00,2025-12-13,1,0.0,0.0,0.0,0.0,223.97,0.0,0.0,0.0,False,normal
2025-12-13T02:00:00,2025-12-13,2,0.0,0.0,0.0,0.0,218.01,0.0,0.0,0.0,False,normal
2025-12-13T03:00:00,2025-12-13,3,137.6,128.2,0.1376,0.1282,216.83,0.481,0.96,0.0985,False,normal
2025-12-13T04:00:00,2025-12-13,4,0.0,0.0,0.0,0.0,209.57,0.0,0.0,0.0,False,normal
2025-12-13T05:00:00,2025-12-13,5,234.33,229.19,0.2343,0.2292,209.41,0.958,1.64,0.1678,False,normal
2025-12-13T06:00:00,2025-12-13,6,5533.61,5218.15,5.5336,5.2181,226.86,22.265,38.74,3.9621,False,normal
2025-12-13T07:00:00,2025-12-13,7,3588.4,4025.37,3.5884,4.0254,219.44,13.356,25.12,2.5693,False,normal
2025-12-13T08:00:00,2025-12-13,8,3983.27,3559.76,3.9833,3.5598,220.77,16.29,27.88,2.852,False,normal
2025-12-13T09:00:00,2025-12-13,9,3922.77,3777.18,3.9228,3.7772,225.19,14.512,27.46,2.8087,False,normal
2025-12-13T10:00:00,2025-12-13,10,6000.45,6490.47,6.0005,6.4905,224.64,22.425,42.0,4.2963,False,normal
2025-12-13T11:00:00,2025-12-13,11,2219.18,2185.3,2.2192,2.1853,224.16,7.916,15.53,1.5889,False,normal
2025-12-13T12:00:00,2025-12-13,12,4076.92,4387.25,4.0769,4.3873,216.83,14.384,28.54,2.9191,False,normal
2025-12-13T13:00:00,2025-12-13,13,3903.78,4034.56,3.9038,4.0346,225.44,14.578,27.33,2.7951,False,normal
2025-12-13T14:00:00,2025-12-13,14,2349.59,2352.6,2.3496,2.3526,209.02,8.57,16.45,1.6823,False,normal
2025-12-13T15:00:00,2025-12-13,15,3879.06,3983.26,3.8791,3.9833,213.8,15.583,27.15,2.7774,False,normal
2025-12-13T16:00:00,2025-12-13,16,6529.08,6516.56,6.5291,6.5166,219.2,23.559,45.7,4.6748,False,normal
2025-12-13T17:00:00,2025-12-13,17,6311.69,5409.72,6.3117,5.4097,226.87,23.866,44.18,4.5192,False,normal
2025-12-13T18:00:00,2025-12-13,18,6423.18,6636.11,6.4232,6.6361,224.15,23.991,44.96,4.599,False,normal
2025-12-13T19:00:00,2025-12-13,19,4666.29,4442.17,4.6663,4.4422,215.46,17.62,32.66,3.3411,False,normal
2025-12-13T20:00:00,2025-12-13,20,4209.22,4132.73,4.2092,4.1327,212.55,14.9,29.46,3.0138,False,normal
2025-12-13T21:00:00,2025-12-13,21,2709.29,2781.18,2.7093,2.7812,216.46,10.796,18.97,1.9399,False,normal
2025-12-13T22:00:00,2025-12-13,22,0.0,0.0,0.0,0.0,221.2,0.0,0.0,0.0,False,normal
2025-12-13T23:00:00,2025-12-13,23,4366.99,4384.05,4.367,4.384,228.43,15.71,30.57,3.1268,True,anomaly
2025-12-14T00:00:00,2025-12-14,0,4616.82,4324.06,4.6168,4.3241,226.56,16.587,32.32,3.3056,True,anomaly
2025-12-14T01:00:00,2025-12-14,1,128.53,125.04,0.1285,0.125,224.64,0.482,0.9,0.092,False,normal
2025-12-14T02:00:00,2025-12-14,2,256.02,261.48,0.256,0.2615,225.27,0.946,1.79,0.1833,False,normal
2025-12-14T03:00:00,2025-12-14,3,0.0,0.0,0.0,0.0,223.88,0.0,0.0,0.0,False,normal
2025-12-14T04:00:00,2025-12-14,4,2014.48,1872.92,2.0145,1.8729,220.68,7.559,14.1,1.4424,False,normal
2025-12-14T05:00:00,2025-12-14,5,0.0,0.0,0.0,0.0,212.47,0.0,0.0,0.0,False,normal
2025-12-14T06:00:00,2025-12-14,6,3989.55,3818.01,3.9896,3.818,214.47,14.395,27.93,2.8565,False,normal
2025-12-14T07:00:00,2025-12-14,7,1923.96,1799.56,1.924,1.7996,211.05,7.37,13.47,1.3776,False,normal
2025-12-14T08:00:00,2025-12-14,8,6402.47,7038.0,6.4025,7.038,214.11,23.322,44.82,4.5842,True,anomaly
2025-12-14T09:00:00,2025-12-14,9,4265.95,4268.59,4.2659,4.2686,230.09,15.255,29.86,3.0544,False,normal
2025-12-14T10:00:00,2025-12-14,10,6085.26,6467.44,6.0853,6.4674,210.52,24.131,42.6,4.357,False,normal
2025-12-14T11:00:00,2025-12-14,11,4951.15,4782.88,4.9512,4.7829,211.61,18.098,34.66,3.545,False,normal
2025-12-14T12:00:00,2025-12-14,12,3483.17,3796.49,3.4832,3.7965,228.09,13.829,24.38,2.4939,False,normal
2025-12-14T13:00:00,2025-12-14,13,1913.12,1941.5,1.9131,1.9415,210.11,7.141,13.39,1.3698,False,normal
2025-12-14T14:00:00,2025-12-14,14,2212.33,2385.34,2.2123,2.3853,225.19,8.355,15.49,1.584,False,normal
2025-12-14T15:00:00,2025-12-14,15,6623.37,6894.18,6.6234,6.8942,209.18,25.265,46.36,4.7423,False,normal
2025-12-14T16:00:00,2025-12-14,16,6839.62,6772.05,6.8396,6.7721,227.44,24.553,47.88,4.8972,False,normal
2025-12-14T17:00:00,2025-12-14,17,5974.56,5815.48,5.9746,5.8155,225.25,24.559,41.82,4.2778,False,normal
2025-12-14T18:00:00,2025-12-14,18,6430.36,5691.03,6.4304,5.691,220.19,25.008,45.01,4.6041,False,normal
2025-12-14T19:00:00,2025-12-14,19,6452.99,6631.01,6.453,6.631,225.84,23.927,45.17,4.6203,False,normal
2025-12-14T20:00:00,2025-12-14,20,4435.94,4195.0,4.4359,4.195,223.66,17.296,31.05,3.1761,False,normal
2025-12-14T21:00:00,2025-12-14,21,2547.38,2886.47,2.5474,2.8865,229.0,10.111,17.83,1.8239,False,normal
2025-12-14T22:00:00,2025-12-14,22,1607.84,1418.72,1.6078,1.4187,225.86,6.389,11.25,1.1512,False,normal
2025-12-14T23:00:00,2025-12-14,23,3901.84,3352.54,3.9018,3.3525,230.58,15.41,27.31,2.7937,True,anomaly
2025-12-15T00:00:00,2025-12-15,0,0.0,0.0,0.0,0.0,229.27,0.0,0.0,0.0,False,normal
2025-12-15T01:00:00,2025-12-15,1,6451.54,6509.57,6.4515,6.5096,210.43,24.553,45.16,4.6193,True,anomaly
2025-12-15T02:00:00,2025-12-15,2,1915.18,1901.66,1.9152,1.9017,213.45,6.975,13.41,1.3713,False,normal
2025-12-15T03:00:00,2025-12-15,3,0.0,0.0,0.0,0.0,222.17,0.0,0.0,0.0,False,normal
2025-12-15T04:00:00,2025-12-15,4,1960.97,2195.02,1.961,2.195,219.79,7.152,13.73,1.4041,True,anomaly
2025-12-15T05:00:00,2025-12-15,5,2611.0,2914.55,2.611,2.9146,224.34,9.381,18.28,1.8695,False,normal
2025-12-15T06:00:00,2025-12-15,6,4664.79,4558.55,4.6648,4.5586,219.82,17.242,32.65,3.34,False,normal
2025-12-15T07:00:00,2025-12-15,7,4645.99,5117.13,4.646,5.1171,225.82,17.144,32.52,3.3265,False,normal
2025-12-15T08:00:00,2025-12-15,8,3746.1,4214.69,3.7461,4.2147,228.2,14.124,26.22,2.6822,False,normal
2025-12-15T09:00:00,2025-12-15,9,4771.0,4516.2,4.771,4.5162,222.9,17.3,33.4,3.416,False,normal
2025-12-15T10:00:00,2025-12-15,10,6318.45,6832.1,6.3184,6.8321,209.2,23.416,44.23,4.524,False,normal
2025-12-15T11:00:00,2025-12-15,11,5703.71,5801.3,5.7037,5.8013,211.03,22.545,39.93,4.0839,True,anomaly
2025-12-15T12:00:00,2025-12-15,12,201.75,194.03,0.2018,0.194,212.22,0.711,1.41,0.1445,False,normal
2025-12-15T13:00:00,2025-12-15,13,1829.21,1899.76,1.8292,1.8998,229.04,6.526,12.8,1.3097,False,normal
2025-12-15T14:00:00,2025-12-15,14,6872.48,7279.49,6.8725,7.2795,214.7,25.289,48.11,4.9207,True,anomaly
2025-12-15T15:00:00,2025-12-15,15,6250.75,5894.57,6.2508,5.8946,220.48,23.587,43.76,4.4755,False,normal
2025-12-15T16:00:00,2025-12-15,16,3510.7,3362.16,3.5107,3.3622,211.46,14.363,24.57,2.5137,False,normal
2025-12-15T17:00:00,2025-12-15,17,7087.17,5435.97,7.0872,5.436,209.51,24.813,49.61,5.0744,False,normal
2025-12-15T18:00:00,2025-12-15,18,5135.21,4866.1,5.1352,4.8661,211.15,18.707,35.95,3.6768,False,normal
2025-12-15T19:00:00,2025-12-15,19,6519.5,6464.77,6.5195,6.4648,211.14,25.097,45.64,4.668,False,normal
2025-12-15T20:00:00,2025-12-15,20,6112.71,6446.99,6.1127,6.447,220.68,24.957,42.79,4.3767,False,normal
2025-12-15T21:00:00,2025-12-15,21,2120.7,2284.98,2.1207,2.285,209.11,7.461,14.84,1.5184,False,normal
2025-12-15T22:00:00,2025-12-15,22,3685.82,3687.77,3.6858,3.6878,212.81,14.275,25.8,2.639,True,anomaly
2025-12-15T23:00:00,2025-12-15,23,6435.71,7437.81,6.4357,7.4378,220.73,23.512,45.05,4.608,True,anomaly
2025-12-16T00:00:00,2025-12-16,0,246.1,227.11,0.2461,0.2271,220.81,0.984,1.72,0.1762,False,normal
2025-12-16T01:00:00,2025-12-16,1,4003.85,4350.24,4.0038,4.3502,221.57,14.837,28.03,2.8668,True,anomaly
2025-12-16T02:00:00,2025-12-16,2,1787.44,1811.07,1.7874,1.8111,226.81,7.107,12.51,1.2798,False,normal
2025-12-16T03:00:00,2025-12-16,3,0.0,0.0,0.0,0.0,224.71,0.0,0.0,0.0,False,normal
2025-12-16T04:00:00,2025-12-16,4,357.06,375.45,0.3571,0.3755,224.82,1.383,2.5,0.2557,False,normal
2025-12-16T05:00:00,2025-12-16,5,0.0,0.0,0.0,0.0,224.89,0.0,0.0,0.0,False,normal
2025-12-16T06:00:00,2025-12-16,6,4128.46,3604.66,4.1285,3.6047,227.19,14.641,28.9,2.956,False,normal
2025-12-16T07:00:00,2025-12-16,7,3997.73,4448.26,3.9977,4.4483,218.8,15.477,27.98,2.8624,False,normal
2025-12-16T08:00:00,2025-12-16,8,2435.38,2679.47,2.4354,2.6795,214.79,8.682,17.05,1.7437,False,normal
2025-12-16T09:00:00,2025-12-16,9,4504.31,3903.25,4.5043,3.9032,217.99,17.369,31.53,3.2251,False,normal
2025-12-16T10:00:00,2025-12-16,10,6426.27,5621.29,6.4263,5.6213,229.68,23.222,44.98,4.6012,False,normal
2025-12-16T11:00:00,2025-12-16,11,4447.96,4393.32,4.448,4.3933,211.75,16.967,31.14,3.1847,False,normal
2025-12-16T12:00:00,2025-12-16,12,0.0,0.0,0.0,0.0,215.03,0.0,0.0,0.0,False,normal
2025-12-16T13:00:00,2025-12-16,13,4367.05,4155.96,4.3671,4.156,229.28,15.337,30.57,3.1268,True,anomaly
2025-12-16T14:00:00,2025-12-16,14,5934.98,6216.62,5.935,6.2166,222.72,24.242,41.54,4.2494,True,anomaly
2025-12-16T15:00:00,2025-12-16,15,5911.71,6189.68,5.9117,6.1897,221.63,24.235,41.38,4.2328,True,anomaly
2025-12-16T16:00:00,2025-12-16,16,6617.08,7625.07,6.6171,7.6251,210.22,24.306,46.32,4.7378,False,normal
2025-12-16T17:00:00,2025-12-16,17,4708.9,4610.46,4.7089,4.6105,221.93,17.733,32.96,3.3716,False,normal
2025-12-16T18:00:00,2025-12-16,18,6655.3,5300.7,6.6553,5.3007,222.36,23.703,46.59,4.7652,False,normal
2025-12-16T19:00:00,2025-12-16,19,4761.52,4832.79,4.7615,4.8328,228.07,17.141,33.33,3.4092,False,normal
2025-12-16T20:00:00,2025-12-16,20,6225.57,5820.08,6.2256,5.8201,226.25,24.332,43.58,4.4575,False,normal
2025-12-16T21:00:00,2025-12-16,21,3369.41,3434.77,3.3694,3.4348,228.92,13.227,23.59,2.4125,True,anomaly
2025-12-16T22:00:00,2025-12-16,22,3023.87,3352.19,3.0239,3.3522,221.68,10.984,21.17,2.1651,False,normal
2025-12-16T23:00:00,2025-12-16,23,4618.33,4337.89,4.6183,4.3379,229.03,17.591,32.33,3.3067,True,anomaly
2025-12-17T00:00:00,2025-12-17,0,396.56,371.71,0.3966,0.3717,219.53,1.447,2.78,0.2839,False,normal
2025-12-17T01:00:00,2025-12-17,1,2464.62,2038.23,2.4646,2.0382,217.02,9.313,17.25,1.7647,True,anomaly
2025-12-17T02:00:00,2025-12-17,2,1678.96,1614.22,1.679,1.6142,221.84,6.578,11.75,1.2021,False,normal
2025-12-17T03:00:00,2025-12-17,3,0.0,0.0,0.0,0.0,212.66,0.0,0.0,0.0,False,normal
2025-12-17T04:00:00,2025-12-17,4,1768.93,1644.58,1.7689,1.6446,210.26,7.241,12.38,1.2666,False,normal
2025-12-17T05:00:00,2025-12-17,5,1967.28,2179.65,1.9673,2.1796,211.56,6.932,13.77,1.4086,False,normal
2025-12-17T06:00:00,2025-12-17,6,4547.23,5026.98,4.5472,5.027,225.68,16.429,31.83,3.2558,False,normal
2025-12-17T07:00:00,2025-12-17,7,4874.43,4637.05,4.8744,4.637,209.09,17.087,34.12,3.4901,False,normal
2025-12-17T08:00:00,2025-12-17,8,255.41,240.07,0.2554,0.2401,217.57,0.965,1.79,0.1829,False,normal
2025-12-17T09:00:00,2025-12-17,9,6898.0,7119.63,6.898,7.1196,227.51,24.879,48.29,4.939,False,normal
2025-12-17T10:00:00,2025-12-17,10,6519.32,6274.87,6.5193,6.2749,213.13,23.569,45.64,4.6678,True,anomaly
2025-12-17T11:00:00,2025-12-17,11,2248.84,2420.46,2.2488,2.4205,213.26,8.465,15.74,1.6102,False,normal
2025-12-17T12:00:00,2025-12-17,12,7268.09,7651.21,7.2681,7.6512,223.89,25.475,50.88,5.204,True,anomaly
2025-12-17T13:00:00,2025-12-17,13,2295.16,1975.39,2.2952,1.9754,223.63,8.237,16.07,1.6433,False,normal
2025-12-17T14:00:00,2025-12-17,14,6545.44,5957.11,6.5454,5.9571,211.53,24.58,45.82,4.6865,False,normal
2025-12-17T15:00:00,2025-12-17,15,6332.39,5558.65,6.3324,5.5587,214.64,24.186,44.33,4.534,False,normal
2025-12-17T16:00:00,2025-12-17,16,7235.47,7218.81,7.2355,7.2188,220.52,25.444,50.65,5.1806,False,normal
2025-12-17T17:00:00,2025-12-17,17,6618.19,7132.27,6.6182,7.1323,224.9,24.955,46.33,4.7386,False,normal
2025-12-17T18:00:00,2025-12-17,18,5883.42,6269.37,5.8834,6.2694,227.59,23.049,41.18,4.2125,False,normal
2025-12-17T19:00:00,2025-12-17,19,6230.27,6412.01,6.2303,6.412,214.04,24.337,43.61,4.4609,False,normal
2025-12-17T20:00:00,2025-12-17,20,6773.83,7292.71,6.7738,7.2927,215.04,25.765,47.42,4.8501,False,normal
2025-12-17T21:00:00,2025-12-17,21,4611.05,4936.96,4.611,4.937,221.97,17.791,32.28,3.3015,True,anomaly
2025-12-17T22:00:00,2025-12-17,22,4511.12,4788.69,4.5111,4.7887,222.68,16.737,31.58,3.23,True,anomaly
2025-12-17T23:00:00,2025-12-17,23,180.62,196.89,0.1806,0.1969,214.32,0.67,1.26,0.1293,False,normal
2025-12-18T00:00:00,2025-12-18,0,2228.03,1967.0,2.228,1.967,224.3,8.31,15.6,1.5953,False,normal
2025-12-18T01:00:00,2025-12-18,1,0.0,0.0,0.0,0.0,209.61,0.0,0.0,0.0,False,normal
2025-12-18T02:00:00,2025-12-18,2,1735.33,1573.93,1.7353,1.5739,222.93,7.038,12.15,1.2425,False,normal
2025-12-18T03:00:00,2025-12-18,3,2131.91,2134.36,2.1319,2.1344,223.03,7.914,14.92,1.5264,False,normal
2025-12-18T04:00:00,2025-12-18,4,2744.5,2562.89,2.7445,2.5629,223.62,10.531,19.21,1.9651,True,anomaly
2025-12-18T05:00:00,2025-12-18,5,2127.61,2104.81,2.1276,2.1048,222.37,7.724,14.89,1.5234,False,normal
2025-12-18T06:00:00,2025-12-18,6,5631.95,5447.05,5.632,5.447,225.89,23.109,39.42,4.0325,True,anomaly
2025-12-18T07:00:00,2025-12-18,7,2099.39,1861.86,2.0994,1.8619,227.49,8.008,14.7,1.5032,False,normal
2025-12-18T08:00:00,2025-12-18,8,4200.07,4328.66,4.2001,4.3287,229.22,17.049,29.4,3.0073,False,normal
2025-12-18T09:00:00,2025-12-18,9,4288.54,4277.7,4.2885,4.2777,229.27,15.221,30.02,3.0706,False,normal
2025-12-18T10:00:00,2025-12-18,10,6543.41,6800.99,6.5434,6.801,211.9,23.216,45.8,4.6851,False,normal
2025-12-18T11:00:00,2025-12-18,11,4643.08,4275.48,4.6431,4.2755,229.29,16.74,32.5,3.3244,False,normal
2025-12-18T12:00:00,2025-12-18,12,3008.05,3010.39,3.0081,3.0104,218.21,10.96,21.06,2.1538,False,normal
2025-12-18T13:00:00,2025-12-18,13,6198.76,5476.92,6.1988,5.4769,222.89,24.403,43.39,4.4383,True,anomaly
2025-12-18T14:00:00,2025-12-18,14,5739.69,6066.7,5.7397,6.0667,219.63,23.532,40.18,4.1096,False,normal
2025-12-18T15:00:00,2025-12-18,15,3749.16,3998.1,3.7492,3.9981,222.5,14.054,26.24,2.6844,False,normal
2025-12-18T16:00:00,2025-12-18,16,6177.28,6024.3,6.1773,6.0243,223.91,24.335,43.24,4.4229,False,normal
2025-12-18T17:00:00,2025-12-18,17,6716.08,7637.03,6.7161,7.637,211.41,25.418,47.01,4.8087,False,normal
2025-12-18T18:00:00,2025-12-18,18,6378.2,6850.49,6.3782,6.8505,225.64,24.223,44.65,4.5668,False,normal
2025-12-18T19:00:00,2025-12-18,19,4559.81,4786.36,4.5598,4.7864,212.13,17.379,31.92,3.2648,False,normal
2025-12-18T20:00:00,2025-12-18,20,5908.07,5971.02,5.9081,5.971,218.91,23.028,41.36,4.2302,False,normal
2025-12-18T21:00:00,2025-12-18,21,2459.34,2530.94,2.4593,2.5309,226.8,9.468,17.22,1.7609,False,normal
2025-12-18T22:00:00,2025-12-18,22,4509.72,4244.99,4.5097,4.245,225.17,15.931,31.57,3.229,False,normal
2025-12-18T23:00:00,2025-12-18,23,4822.86,4853.29,4.8229,4.8533,214.61,17.009,33.76,3.4532,True,anomaly
2025-12-19T00:00:00,2025-12-19,0,2286.2,2044.77,2.2862,2.0448,220.77,8.899,16.0,1.6369,False,normal
2025-12-19T01:00:00,2025-12-19,1,0.0,0.0,0.0,0.0,211.09,0.0,0.0,0.0,False,normal
2025-12-19T02:00:00,2025-12-19,2,4750.87,5155.27,4.7509,5.1553,222.82,16.92,33.26,3.4016,True,anomaly
2025-12-19T03:00:00,2025-12-19,3,3931.75,4234.74,3.9318,4.2347,219.98,14.242,27.52,2.8151,True,anomaly
2025-12-19T04:00:00,2025-12-19,4,0.0,0.0,0.0,0.0,223.61,0.0,0.0,0.0,False,normal
2025-12-19T05:00:00,2025-12-19,5,0.0,0.0,0.0,0.0,226.06,0.0,0.0,0.0,False,normal
2025-12-19T06:00:00,2025-12-19,6,2535.06,2853.01,2.5351,2.853,220.91,10.213,17.75,1.8151,False,normal
2025-12-19T07:00:00,2025-12-19,7,5955.93,5971.02,5.9559,5.971,209.59,23.118,41.69,4.2644,True,anomaly
2025-12-19T08:00:00,2025-12-19,8,130.92,151.49,0.1309,0.1515,225.4,0.454,0.92,0.0937,False,normal
2025-12-19T09:00:00,2025-12-19,9,5123.06,5386.23,5.1231,5.3862,217.57,17.975,35.86,3.6681,False,normal
2025-12-19T10:00:00,2025-12-19,10,4774.61,5461.53,4.7746,5.4615,229.2,18.136,33.42,3.4186,False,normal
2025-12-19T11:00:00,2025-12-19,11,2433.09,2502.68,2.4331,2.5027,216.79,8.51,17.03,1.7421,False,normal
2025-12-19T12:00:00,2025-12-19,12,274.51,236.58,0.2745,0.2366,229.26,0.965,1.92,0.1965,False,normal
2025-12-19T13:00:00,2025-12-19,13,4501.12,4497.33,4.5011,4.4973,216.94,16.867,31.51,3.2228,False,normal
2025-12-19T14:00:00,2025-12-19,14,4877.81,4003.28,4.8778,4.0033,224.41,18.183,34.14,3.4925,False,normal
2025-12-19T15:00:00,2025-12-19,15,6607.8,6505.56,6.6078,6.5056,216.16,23.988,46.25,4.7312,False,normal
2025-12-19T16:00:00,2025-12-19,16,4531.17,4432.2,4.5312,4.4322,229.11,17.348,31.72,3.2443,False,normal
2025-12-19T17:00:00,2025-12-19,17,6193.85,6132.34,6.1939,6.1323,230.96,23.425,43.36,4.4348,False,normal
2025-12-19T18:00:00,2025-12-19,18,6793.72,6840.36,6.7937,6.8404,211.02,24.16,47.56,4.8643,False,normal
2025-12-19T19:00:00,2025-12-19,19,6551.5,6272.04,6.5515,6.272,229.87,25.2,45.86,4.6909,False,normal
2025-12-19T20:00:00,2025-12-19,20,4849.53,4512.69,4.8495,4.5127,220.9,17.045,33.95,3.4723,False,normal
2025-12-19T21:00:00,2025-12-19,21,6263.31,5965.73,6.2633,5.9657,222.75,23.081,43.84,4.4845,True,anomaly
2025-12-19T22:00:00,2025-12-19,22,2528.6,2316.78,2.5286,2.3168,221.17,10.027,17.7,1.8105,False,normal
2025-12-19T23:00:00,2025-12-19,23,2277.09,2304.03,2.2771,2.304,221.69,9.091,15.94,1.6304,False,normal
2025-12-20T00:00:00,2025-12-20,0,78.58,86.73,0.0786,0.0867,219.08,0.272,0.55,0.0563,False,normal
2025-12-20T01:00:00,2025-12-20,1,118.11,121.25,0.1181,0.1213,214.51,0.429,0.83,0.0846,False,normal
2025-12-20T02:00:00,2025-12-20,2,2610.93,2447.04,2.6109,2.447,210.42,9.316,18.28,1.8694,True,anomaly
2025-12-20T03:00:00,2025-12-20,3,430.07,393.88,0.4301,0.3939,209.78,1.502,3.01,0.3079,False,normal
2025-12-20T04:00:00,2025-12-20,4,4556.29,4893.96,4.5563,4.894,228.74,16.268,31.89,3.2623,True,anomaly
2025-12-20T05:00:00,2025-12-20,5,253.82,245.28,0.2538,0.2453,220.31,0.96,1.78,0.1817,False,normal
2025-12-20T06:00:00,2025-12-20,6,4601.82,4428.84,4.6018,4.4288,220.0,17.235,32.21,3.2949,False,normal
2025-12-20T07:00:00,2025-12-20,7,4164.34,4155.37,4.1643,4.1554,222.53,15.217,29.15,2.9817,False,normal
2025-12-20T08:00:00,2025-12-20,8,7059.97,6975.7,7.06,6.9757,224.51,25.629,49.42,5.0549,True,anomaly
2025-12-20T09:00:00,2025-12-20,9,344.39,313.68,0.3444,0.3137,213.16,1.236,2.41,0.2466,False,normal
2025-12-20T10:00:00,2025-12-20,10,3435.61,3255.07,3.4356,3.2551,229.56,13.851,24.05,2.4599,False,normal
2025-12-20T11:00:00,2025-12-20,11,3945.54,3846.66,3.9455,3.8467,211.88,15.819,27.62,2.825,False,normal
2025-12-20T12:00:00,2025-12-20,12,6041.19,5240.66,6.0412,5.2407,228.76,21.975,42.29,4.3255,True,anomaly
